video_id,channel_Id,playlist_id,channelTitle,title,tags,duration,dimension,definition,projection,viewCount,likeCount,commentCount,publishdate,publishtime
Xyy4LIE4qp8,UCA_23dkEYToAc37hjSsCnXA,UUA_23dkEYToAc37hjSsCnXA,MixiGaming,Chi tiết cách cám ơn quan khách trong ngày cưới #shorts #funny #talkshow  #mixigaming #mixi,"['Mixigaming', 'Mixi', 'Độ Tày', 'Streamer Mixigaming', 'Funny', 'Mixigaming Funny Stream', 'Funny Stream', 'Streamer Việt Nam', 'Stream Việt Nam', 'Stream Việt', 'PUBG', ""Player Unknown's Battle Ground VN"", 'PUBG VN', 'CSGO', 'CSGO VN', 'Vịt Ngỗng Mixigaming', 'Mixigaming Goose Goose Duck', 'Goose Goose Duck Việt Nam', 'Game Việt Hóa', 'Ma Sói Việt Nam', 'Streamer Ma Sói', 'GTA V', 'Shorts', 'Mixigaming Shorts']",00:00:57,2d,hd,rectangular,227936,8687,39.0,2024-03-02,14:50:40
g22M_g-XTgo,UCA_23dkEYToAc37hjSsCnXA,UUA_23dkEYToAc37hjSsCnXA,MixiGaming,(Talkshow) Văn mẫu cám ơn đám cưới của Bố Độ 3 con và vòng quay định mệnh chia cặp Ao làng Moi Lích.,"['Mixigaming', 'Mixi', 'Độ Tày', 'Streamer Mixigaming', 'Funny', 'Mixigaming Funny Stream', 'Funny Stream', 'Streamer Việt Nam', 'Stream Việt Nam', 'Stream Việt', 'PUBG', ""Player Unknown's Battle Ground VN"", 'PUBG VN', 'CSGO', 'CSGO VN', 'Vịt Ngỗng Mixigaming', 'Mixigaming Goose Goose Duck', 'Goose Goose Duck Việt Nam', 'Game Việt Hóa', 'Ma Sói Việt Nam', 'Streamer Ma Sói', 'GTA V', 'Shorts', 'Mixigaming Shorts']",01:17:19,2d,hd,rectangular,390073,5988,95.0,2024-03-02,14:08:22
cHYWSOsrF5Q,UCA_23dkEYToAc37hjSsCnXA,UUA_23dkEYToAc37hjSsCnXA,MixiGaming,(Goose Goose Duck #66) Kền Kền Yên Lãng kêu oan và một đời liêm khiết.,"['Mixigaming', 'Mixi', 'Độ Tày', 'Streamer Mixigaming', 'Funny', 'Mixigaming Funny Stream', 'Funny Stream', 'Streamer Việt Nam', 'Stream Việt Nam', 'Stream Việt', 'mixi', 'cách chơi goose goose duck', 'hướng dẫn chơi goose goose duck', 'goose goose duck mixi', 'goose goose duck độ mixi', 'độ mixi goose goose duck', 'do mixi', 'goose goose duck', 'goose goose duck game', 'goose goose duck steam', 'goose goose duck gameplay', 'goose goose duck game steam', 'goose goose duck gameplay hd']",01:33:35,2d,hd,rectangular,2187980,23466,511.0,2024-03-02,09:46:43
cnSJSOxx4UY,UCA_23dkEYToAc37hjSsCnXA,UUA_23dkEYToAc37hjSsCnXA,MixiGaming,(Supermarket Simulator #2) Chiến thuật kinh doanh giải cứu tiệm tạp hóa MixiMoi thoát khỏi vỡ nợ.,"['Mixigaming', 'Mixi', 'Độ Tày', 'Streamer Mixigaming', 'Mixigaming Funny Stream', 'Funny Stream', 'Streamer Việt Nam', 'Stream Việt Nam', 'Game Việt Hóa', 'Mixigaming Shorts', 'supermarket simulator', 'supermarket simulator gameplay', 'supermarket simulator game', 'supermarket simulator review', 'supermarket simulator pc', 'supermarket', 'simulator', 'lets play supermarket simulator', 'supermarket simulator steam', 'simulator games', 'supermarket simulator new', 'supermarket simulator update', 'supermarket simualtor steam']",02:05:18,2d,hd,rectangular,1670832,17194,422.0,2024-03-01,12:17:08
e_xGqORwCXQ,UCA_23dkEYToAc37hjSsCnXA,UUA_23dkEYToAc37hjSsCnXA,MixiGaming,"(Restream) Tổ chức Hội thi khoe Thú Cưng của xóm FA, gặp lại mãnh thú tới từ Hà Đông đầy kỷ niệm.","['Mixigaming', 'Mixi', 'Độ Tày', 'Streamer Mixigaming', 'Mixigaming Funny Stream', 'mixivlog', 'do mixi', 'mixigaming talkshow', 'mixigaming', 'mixigaming funny stream', 'streamer mixigaming', 'mixigaming liveshow', 'mixi', 'độ tày', 'độ mixi', 'độ mixi stream', 'restream', 'restream hôm qua', 'restream mixigaming', 'restream mixi', 'xemesis', 'xemesis mixigaming', 'tứ hoàng streamer', 'tứ hoàng', 'đi để trở về 2025', 'đi để trở về', 'đi để trở về mùa 8', 'đi để trở về mùa 9', 'tàu bắc nam', 'tàu thống nhất', 'pewpew', 'viruss', 'pew pew']",02:19:23,2d,hd,rectangular,871768,17050,107.0,2024-02-29,17:49:45
TNe_m_vx7bs,UCA_23dkEYToAc37hjSsCnXA,UUA_23dkEYToAc37hjSsCnXA,MixiGaming,(Mount & Blade II 2024 #7) Jelkala tuyên chiến và trận tổng tấn công kinh thành Praven.,"['Mixigaming', 'Mixi', 'Độ Tày', 'Streamer Mixigaming', 'Funny', 'Mixigaming Funny Stream', 'Funny Stream', 'Streamer Việt Nam', 'Stream Việt Nam', 'Stream Việt', 'mount and blade', 'game', 'games', 'mount and blade 2', 'mount and blade 2 bannerlord', 'mount', 'mount and blades 2', 'game game', 'mount blade', 'mount and blade bannerlord', 'mount blades 2', 'mount and blade warband', 'mount and blades bannerlord gameplay', 'mount and blades', 'mount & blade', 'mount and blade bannerlord 2', 'mount blade 2', 'mount & blade (video game)']",02:13:14,2d,hd,rectangular,568076,12013,698.0,2024-02-29,14:48:28
969Of1HOJG8,UCA_23dkEYToAc37hjSsCnXA,UUA_23dkEYToAc37hjSsCnXA,MixiGaming,(Mount & Blade II 2024 #6) Cùng binh sĩ chuẩn bị cho trận đánh khốc liệt nhất lịch sử Jelkala.,"['Mixigaming', 'Mixi', 'Độ Tày', 'Streamer Mixigaming', 'Funny', 'Mixigaming Funny Stream', 'Funny Stream', 'Streamer Việt Nam', 'Stream Việt Nam', 'Stream Việt', 'mount and blade', 'game', 'games', 'mount and blade 2', 'mount and blade 2 bannerlord', 'mount', 'mount and blades 2', 'game game', 'mount blade', 'mount and blade bannerlord', 'mount blades 2', 'mount and blade warband', 'mount and blades bannerlord gameplay', 'mount and blades', 'mount & blade', 'mount and blade bannerlord 2', 'mount blade 2', 'mount & blade (video game)']",01:37:42,2d,hd,rectangular,451109,8084,283.0,2024-02-28,10:00:07
LB38LImXBl0,UCA_23dkEYToAc37hjSsCnXA,UUA_23dkEYToAc37hjSsCnXA,MixiGaming,(Restream) Độ Mixi Check VAR body 6 múi ác quỷ của thành viên Bộ Tộc Mixigaming.,"['Mixigaming', 'Mixi', 'Độ Tày', 'Streamer Mixigaming', 'Mixigaming Funny Stream', 'mixivlog', 'do mixi', 'mixigaming talkshow', 'mixigaming', 'mixigaming funny stream', 'streamer mixigaming', 'mixigaming liveshow', 'mixi', 'độ tày', 'độ mixi', 'độ mixi stream', 'restream', 'restream hôm qua', 'restream mixigaming', 'restream mixi', 'xemesis', 'xemesis mixigaming', 'tứ hoàng streamer', 'tứ hoàng', 'đi để trở về 2025', 'đi để trở về', 'đi để trở về mùa 8', 'đi để trở về mùa 9', 'tàu bắc nam', 'tàu thống nhất', 'pewpew', 'viruss', 'pew pew']",01:56:11,2d,hd,rectangular,692155,14736,86.0,2024-02-27,17:27:16
XAqG412Bf0c,UCA_23dkEYToAc37hjSsCnXA,UUA_23dkEYToAc37hjSsCnXA,MixiGaming,(Supermarket Simulator #1) Ông chủ MixiMoi và ngày đầu mở tiệm tạp hóa siêu bình dân.,"['Mixigaming', 'Mixi', 'Độ Tày', 'Streamer Mixigaming', 'Mixigaming Funny Stream', 'Funny Stream', 'Streamer Việt Nam', 'Stream Việt Nam', 'Game Việt Hóa', 'Mixigaming Shorts', 'supermarket simulator', 'supermarket simulator gameplay', 'supermarket simulator game', 'supermarket simulator review', 'supermarket simulator pc', 'supermarket', 'simulator', 'lets play supermarket simulator', 'supermarket simulator steam', 'simulator games', 'supermarket simulator new', 'supermarket simulator update', 'supermarket simualtor steam']",01:38:58,2d,hd,rectangular,2788142,27683,642.0,2024-02-27,12:07:51
zQbuCQTCbnY,UCA_23dkEYToAc37hjSsCnXA,UUA_23dkEYToAc37hjSsCnXA,MixiGaming,(Restream) Lý do Độ Mixi đi tập gym trước khi có vợ và cái kết bỏ tập 10 năm.,"['Mixigaming', 'Mixi', 'Độ Tày', 'Streamer Mixigaming', 'Mixigaming Funny Stream', 'mixivlog', 'do mixi', 'mixigaming talkshow', 'mixigaming', 'mixigaming funny stream', 'streamer mixigaming', 'mixigaming liveshow', 'mixi', 'độ tày', 'độ mixi', 'độ mixi stream', 'restream', 'restream hôm qua', 'restream mixigaming', 'restream mixi', 'xemesis', 'xemesis mixigaming', 'tứ hoàng streamer', 'tứ hoàng', 'đi để trở về 2025', 'đi để trở về', 'đi để trở về mùa 8', 'đi để trở về mùa 9', 'tàu bắc nam', 'tàu thống nhất', 'pewpew', 'viruss', 'pew pew']",01:27:02,2d,hd,rectangular,587013,13376,71.0,2024-02-26,16:55:37
kSNp1_JSPyg,UCA_23dkEYToAc37hjSsCnXA,UUA_23dkEYToAc37hjSsCnXA,MixiGaming,(Mount & Blade II 2024 #5) Tổ chức đám cưới siêu hoành tráng cho Ngao Đệ và Chinh Công Chúa.,"['Mixigaming', 'Mixi', 'Độ Tày', 'Streamer Mixigaming', 'Funny', 'Mixigaming Funny Stream', 'Funny Stream', 'Streamer Việt Nam', 'Stream Việt Nam', 'Stream Việt', 'PUBG', ""Player Unknown's Battle Ground VN"", 'PUBG VN', 'CSGO', 'CSGO VN', 'Vịt Ngỗng Mixigaming', 'Mixigaming Goose Goose Duck', 'Goose Goose Duck Việt Nam', 'Game Việt Hóa', 'Ma Sói Việt Nam', 'Streamer Ma Sói', 'GTA V', 'Shorts', 'Mixigaming Shorts']",03:30:00,2d,hd,rectangular,582804,10029,382.0,2024-02-25,11:40:31
Q8zT7sjUeYM,UCA_23dkEYToAc37hjSsCnXA,UUA_23dkEYToAc37hjSsCnXA,MixiGaming,(Restream) Ao Làng PUBG bất ngờ trở lại cùng thể thức Duo hoài niệm và phẩn thưởng Cup Ao Làng 2024.,"['Mixigaming', 'Mixi', 'Độ Tày', 'Streamer Mixigaming', 'Mixigaming Funny Stream', 'mixivlog', 'do mixi', 'mixigaming talkshow', 'mixigaming', 'mixigaming funny stream', 'streamer mixigaming', 'mixigaming liveshow', 'mixi', 'độ tày', 'độ mixi', 'độ mixi stream', 'restream', 'restream hôm qua', 'restream mixigaming', 'restream mixi', 'xemesis', 'xemesis mixigaming', 'tứ hoàng streamer', 'tứ hoàng', 'đi để trở về 2025', 'đi để trở về', 'đi để trở về mùa 8', 'đi để trở về mùa 9', 'tàu bắc nam', 'tàu thống nhất', 'pewpew', 'viruss', 'pew pew']",01:30:51,2d,hd,rectangular,1095354,20311,137.0,2024-02-24,17:36:31
1ar08HyDQOI,UCA_23dkEYToAc37hjSsCnXA,UUA_23dkEYToAc37hjSsCnXA,MixiGaming,(The Professional) Siêu trộm Cao Bằng và kế hoạch đánh cắp viên kim cương đắt giá nhất thế giới.,"['Mixigaming', 'Mixi', 'Độ Tày', 'Streamer Mixigaming', 'Funny', 'Mixigaming Funny Stream', 'Funny Stream', 'Streamer Việt Nam', 'Stream Việt Nam', 'Stream Việt', 'PUBG', ""Player Unknown's Battle Ground VN"", 'PUBG VN', 'CSGO', 'CSGO VN', 'Vịt Ngỗng Mixigaming', 'Mixigaming Goose Goose Duck', 'Goose Goose Duck Việt Nam', 'Game Việt Hóa', 'Ma Sói Việt Nam', 'Streamer Ma Sói', 'GTA V', 'Shorts', 'Mixigaming Shorts']",01:03:55,2d,hd,rectangular,570536,10550,227.0,2024-02-24,14:38:33
jMdh_CjtnF4,UCA_23dkEYToAc37hjSsCnXA,UUA_23dkEYToAc37hjSsCnXA,MixiGaming,(Mount & Blade II 2024 #4) Kế hoạch tổ chức đám cưới hoành tráng cho Ngao đệ và Chinh công chúa.,"['Mixigaming', 'Mixi', 'Độ Tày', 'Streamer Mixigaming', 'Funny', 'Mixigaming Funny Stream', 'Funny Stream', 'Streamer Việt Nam', 'Stream Việt Nam', 'Stream Việt', 'PUBG', ""Player Unknown's Battle Ground VN"", 'PUBG VN', 'CSGO', 'CSGO VN', 'Vịt Ngỗng Mixigaming', 'Mixigaming Goose Goose Duck', 'Goose Goose Duck Việt Nam', 'Game Việt Hóa', 'Ma Sói Việt Nam', 'Streamer Ma Sói', 'GTA V', 'Shorts', 'Mixigaming Shorts']",02:24:37,2d,hd,rectangular,479438,9540,,2024-02-24,09:25:55
Qb7hyYH8CO4,UCA_23dkEYToAc37hjSsCnXA,UUA_23dkEYToAc37hjSsCnXA,MixiGaming,(Restream) Đọc đơn xét duyệt Unban Group Bộ Tộc Mixigaming và cái kết gặp văn mẫu đi vào lòng người.,"['Mixigaming', 'Mixi', 'Độ Tày', 'Streamer Mixigaming', 'Mixigaming Funny Stream', 'mixivlog', 'do mixi', 'mixigaming talkshow', 'mixigaming', 'mixigaming funny stream', 'streamer mixigaming', 'mixigaming liveshow', 'mixi', 'độ tày', 'độ mixi', 'độ mixi stream', 'restream', 'restream hôm qua', 'restream mixigaming', 'restream mixi', 'xemesis', 'xemesis mixigaming', 'tứ hoàng streamer', 'tứ hoàng', 'đi để trở về 2025', 'đi để trở về', 'đi để trở về mùa 8', 'đi để trở về mùa 9', 'tàu bắc nam', 'tàu thống nhất', 'pewpew', 'viruss', 'pew pew']",01:35:46,2d,hd,rectangular,626740,12678,57.0,2024-02-23,17:07:34
WIkaFaPo4qg,UCA_23dkEYToAc37hjSsCnXA,UUA_23dkEYToAc37hjSsCnXA,MixiGaming,(Mount & Blade II 2024 #3) Jelkala kêu gọi đồng minh tuyên chiến cường quốc Praven của vua LavaBô.,"['Mixigaming', 'Mixi', 'Độ Tày', 'Streamer Mixigaming', 'Funny', 'Mixigaming Funny Stream', 'Funny Stream', 'Streamer Việt Nam', 'Stream Việt Nam', 'Stream Việt', 'PUBG', ""Player Unknown's Battle Ground VN"", 'PUBG VN', 'CSGO', 'CSGO VN', 'Vịt Ngỗng Mixigaming', 'Mixigaming Goose Goose Duck', 'Goose Goose Duck Việt Nam', 'Game Việt Hóa', 'Ma Sói Việt Nam', 'Streamer Ma Sói', 'GTA V', 'Shorts', 'Mixigaming Shorts']",02:45:26,2d,hd,rectangular,551418,10217,478.0,2024-02-23,13:59:50
J4MOtpsmmG8,UCA_23dkEYToAc37hjSsCnXA,UUA_23dkEYToAc37hjSsCnXA,MixiGaming,(Restream) Wxrdie bất ngờ góp mặt cùng đội văn nghệ Refund trong chương trình mở hòm CS2.,"['Mixigaming', 'Mixi', 'Độ Tày', 'Streamer Mixigaming', 'Mixigaming Funny Stream', 'mixivlog', 'do mixi', 'mixigaming talkshow', 'mixigaming', 'mixigaming funny stream', 'streamer mixigaming', 'mixigaming liveshow', 'mixi', 'độ tày', 'độ mixi', 'độ mixi stream', 'restream', 'restream hôm qua', 'restream mixigaming', 'restream mixi', 'xemesis', 'xemesis mixigaming', 'tứ hoàng streamer', 'tứ hoàng', 'đi để trở về 2025', 'đi để trở về', 'đi để trở về mùa 8', 'đi để trở về mùa 9', 'tàu bắc nam', 'tàu thống nhất', 'pewpew', 'viruss', 'pew pew']",01:54:15,2d,hd,rectangular,833529,18968,113.0,2024-02-22,17:47:03
TgDgAU-uBco,UCA_23dkEYToAc37hjSsCnXA,UUA_23dkEYToAc37hjSsCnXA,MixiGaming,(Mount & Blade II 2024 #2) Quốc Vương MixiMoi và cuộc tuyển quân cho thành Jelkala bất ổn.,"['Mixigaming', 'Mixi', 'Độ Tày', 'Streamer Mixigaming', 'Funny', 'Mixigaming Funny Stream', 'Funny Stream', 'Streamer Việt Nam', 'Stream Việt Nam', 'Stream Việt', 'PUBG', ""Player Unknown's Battle Ground VN"", 'PUBG VN', 'CSGO', 'CSGO VN', 'Vịt Ngỗng Mixigaming', 'Mixigaming Goose Goose Duck', 'Goose Goose Duck Việt Nam', 'Game Việt Hóa', 'Ma Sói Việt Nam', 'Streamer Ma Sói', 'GTA V', 'Shorts', 'Mixigaming Shorts']",02:16:33,2d,hd,rectangular,545218,8827,186.0,2024-02-22,14:37:11
pCWHICqRZ2M,UCA_23dkEYToAc37hjSsCnXA,UUA_23dkEYToAc37hjSsCnXA,MixiGaming,(Restream) Độ Mixi trở lại làm ông bố bỉm sữa sau khi thông báo gia đình sắp đón thêm 1 thành viên.,"['Mixigaming', 'Mixi', 'Độ Tày', 'Streamer Mixigaming', 'Mixigaming Funny Stream', 'mixivlog', 'do mixi', 'mixigaming talkshow', 'mixigaming', 'mixigaming funny stream', 'streamer mixigaming', 'mixigaming liveshow', 'mixi', 'độ tày', 'độ mixi', 'độ mixi stream', 'restream', 'restream hôm qua', 'restream mixigaming', 'restream mixi', 'xemesis', 'xemesis mixigaming', 'tứ hoàng streamer', 'tứ hoàng', 'đi để trở về 2025', 'đi để trở về', 'đi để trở về mùa 8', 'đi để trở về mùa 9', 'tàu bắc nam', 'tàu thống nhất', 'pewpew', 'viruss', 'pew pew']",01:37:37,2d,hd,rectangular,730524,15999,205.0,2024-02-21,17:05:45
x_uD91ky4fU,UCA_23dkEYToAc37hjSsCnXA,UUA_23dkEYToAc37hjSsCnXA,MixiGaming,(Mount & Blade II 2024 #1) Tráng sĩ Moi trên hành trình thức tỉnh sự giàu có và bài học về lòng tin.,"['Mixigaming', 'Mixi', 'Độ Tày', 'Streamer Mixigaming', 'Funny', 'Mixigaming Funny Stream', 'Funny Stream', 'Streamer Việt Nam', 'Stream Việt Nam', 'Stream Việt', 'PUBG', ""Player Unknown's Battle Ground VN"", 'PUBG VN', 'CSGO', 'CSGO VN', 'Vịt Ngỗng Mixigaming', 'Mixigaming Goose Goose Duck', 'Goose Goose Duck Việt Nam', 'Game Việt Hóa', 'Ma Sói Việt Nam', 'Streamer Ma Sói', 'GTA V', 'Shorts', 'Mixigaming Shorts']",02:21:55,2d,hd,rectangular,734665,11594,313.0,2024-02-21,11:12:44
0As5bXoLdxQ,UCA_23dkEYToAc37hjSsCnXA,UUA_23dkEYToAc37hjSsCnXA,MixiGaming,(Restream) Phiên tòa Xét duyệt đơn Unban Group Bộ Tộc Mixigaming cùng các bạn trẻ lầm lỡ.,"['Mixigaming', 'Mixi', 'Độ Tày', 'Streamer Mixigaming', 'Mixigaming Funny Stream', 'mixivlog', 'do mixi', 'mixigaming talkshow', 'mixigaming', 'mixigaming funny stream', 'streamer mixigaming', 'mixigaming liveshow', 'mixi', 'độ tày', 'độ mixi', 'độ mixi stream', 'restream', 'restream hôm qua', 'restream mixigaming', 'restream mixi', 'xemesis', 'xemesis mixigaming', 'tứ hoàng streamer', 'tứ hoàng', 'đi để trở về 2025', 'đi để trở về', 'đi để trở về mùa 8', 'đi để trở về mùa 9', 'tàu bắc nam', 'tàu thống nhất', 'pewpew', 'viruss', 'pew pew']",01:15:55,2d,hd,rectangular,604720,12377,91.0,2024-02-20,16:44:35
Xfq9wo0Gvow,UCA_23dkEYToAc37hjSsCnXA,UUA_23dkEYToAc37hjSsCnXA,MixiGaming,(TalkShow) Mở link đăng kí Unban Group Bộ Tộc Mixigaming cùng kế hoạch Offline tại quê nhà Cao Bằng.,"['Mixigaming', 'Mixi', 'Độ Tày', 'Streamer Mixigaming', 'Funny', 'Mixigaming Funny Stream', 'Funny Stream', 'Streamer Việt Nam', 'Stream Việt Nam', 'Stream Việt', 'PUBG', ""Player Unknown's Battle Ground VN"", 'PUBG VN', 'CSGO', 'CSGO VN', 'Vịt Ngỗng Mixigaming', 'Mixigaming Goose Goose Duck', 'Goose Goose Duck Việt Nam', 'Game Việt Hóa', 'Ma Sói Việt Nam', 'Streamer Ma Sói', 'GTA V', 'Shorts', 'Mixigaming Shorts']",00:10:52,2d,hd,rectangular,137668,2775,108.0,2024-02-20,11:49:18
lpKkimrxTU8,UCA_23dkEYToAc37hjSsCnXA,UUA_23dkEYToAc37hjSsCnXA,MixiGaming,(Agrou #7) Bộ đôi Sói Già MixiMoi & Xemesis và pha hiện hồn đầy oan nghiệt.,"['Mixigaming', 'Mixi', 'Độ Tày', 'Streamer Mixigaming', 'Funny', 'Mixigaming Funny Stream', 'Funny Stream', 'Streamer Việt Nam', 'Stream Việt Nam', 'Stream Việt', 'PUBG', ""Player Unknown's Battle Ground VN"", 'PUBG VN', 'CSGO', 'CSGO VN', 'Vịt Ngỗng Mixigaming', 'Mixigaming Goose Goose Duck', 'Goose Goose Duck Việt Nam', 'Game Việt Hóa', 'Ma Sói Việt Nam', 'Streamer Ma Sói', 'GTA V', 'Shorts', 'Mixigaming Shorts']",01:12:02,2d,hd,rectangular,1123967,15277,339.0,2024-02-20,10:04:25
pJtEXMPtPFw,UCA_23dkEYToAc37hjSsCnXA,UUA_23dkEYToAc37hjSsCnXA,MixiGaming,Ông chủ MixiVivu tư vấn tour du lịch Cao Bằng cực mỏi chân #shorts #mixigaming #talkshow,"['Mixigaming', 'Mixi', 'Độ Tày', 'Streamer Mixigaming', 'Funny', 'Mixigaming Funny Stream', 'Funny Stream', 'Streamer Việt Nam', 'Stream Việt Nam', 'Stream Việt', 'Mixigaming Goose Goose Duck', 'GTA V', 'Shorts', 'du lịch cao bằng', 'du lịch', 'du lịch tây bắc', 'du lịch việt nam', 'du lịch miền bắc', 'du lịch cao bằng mới nhất', 'hướng dẫn du lịch cao bằng', 'du lịch trung quốc', 'du lịch tự túc', 'du lịch thác bản giốc', 'kinh nghiệm du lịch cao bằng', 'du lịch cao bằng thác bản giốc', 'vlog du lịch', 'tư vấn du lịch']",00:01:00,2d,hd,rectangular,272773,10650,71.0,2024-02-20,08:37:23
q8q_wl_mb5o,UCA_23dkEYToAc37hjSsCnXA,UUA_23dkEYToAc37hjSsCnXA,MixiGaming,(Restream) Đấu não trong trò chơi Cò Quay Nga cùng huynh đệ và pha bóp cò chí mạng.,"['Mixigaming', 'Mixi', 'Độ Tày', 'Streamer Mixigaming', 'Mixigaming Funny Stream', 'mixivlog', 'do mixi', 'mixigaming talkshow', 'mixigaming', 'mixigaming funny stream', 'streamer mixigaming', 'mixigaming liveshow', 'mixi', 'độ tày', 'độ mixi', 'độ mixi stream', 'restream', 'restream hôm qua', 'restream mixigaming', 'restream mixi', 'xemesis', 'xemesis mixigaming', 'tứ hoàng streamer', 'tứ hoàng', 'đi để trở về 2025', 'đi để trở về', 'đi để trở về mùa 8', 'đi để trở về mùa 9', 'tàu bắc nam', 'tàu thống nhất', 'pewpew', 'viruss', 'pew pew']",01:11:36,2d,hd,rectangular,577689,11995,56.0,2024-02-19,16:41:46
h3UNLETb0jI,UCA_23dkEYToAc37hjSsCnXA,UUA_23dkEYToAc37hjSsCnXA,MixiGaming,(Escape The Backrooms #2) Đi tới tầng cuối của The Backrooms và bí ẩn mê cung đằng sau thực tại.,"['Mixigaming', 'Mixi', 'Độ Tày', 'Streamer Mixigaming', 'Funny', 'Mixigaming Funny Stream', 'Funny Stream', 'Streamer Việt Nam', 'Stream Việt Nam', 'Stream Việt', 'PUBG', ""Player Unknown's Battle Ground VN"", 'PUBG VN', 'CSGO', 'CSGO VN', 'Vịt Ngỗng Mixigaming', 'Mixigaming Goose Goose Duck', 'escape the backrooms', 'escape the backrooms game', 'escape the backrooms gameplay', 'backrooms', 'escape the backrooms update', 'the backrooms', 'escape the backrooms new update', 'backrooms game', 'backrooms escape']",00:53:53,2d,hd,rectangular,616917,8964,112.0,2024-02-19,10:40:46
CA8si7rZHiU,UCA_23dkEYToAc37hjSsCnXA,UUA_23dkEYToAc37hjSsCnXA,MixiGaming,Siêu lực sĩ Độ Mixi #mixigaming #shorts #mixi #talkshow,"['Mixigaming', 'Mixi', 'Độ Tày', 'Streamer Mixigaming', 'Funny', 'Mixigaming Funny Stream', 'Funny Stream', 'Streamer Việt Nam', 'Stream Việt Nam', 'Stream Việt', 'PUBG', ""Player Unknown's Battle Ground VN"", 'PUBG VN', 'CSGO', 'CSGO VN', 'Vịt Ngỗng Mixigaming', 'Mixigaming Goose Goose Duck', 'Goose Goose Duck Việt Nam', 'Game Việt Hóa', 'Ma Sói Việt Nam', 'Streamer Ma Sói', 'GTA V', 'Shorts', 'Mixigaming Shorts']",00:00:45,2d,hd,rectangular,4588231,139784,492.0,2024-02-19,06:11:34
U3Y6MCilEHI,UCA_23dkEYToAc37hjSsCnXA,UUA_23dkEYToAc37hjSsCnXA,MixiGaming,(FC Online) Trận cầu siêu kinh điển khi đối đầu cùng Bô Cao Lãnh và cái kết không khoan nhượng.,"['Mixigaming', 'Mixi', 'Độ Tày', 'Streamer Mixigaming', 'Funny', 'Mixigaming Funny Stream', 'Funny Stream', 'Streamer Việt Nam', 'Stream Việt Nam', 'Stream Việt', 'PUBG', ""Player Unknown's Battle Ground VN"", 'PUBG VN', 'CSGO', 'CSGO VN', 'Vịt Ngỗng Mixigaming', 'Mixigaming Goose Goose Duck', 'Goose Goose Duck Việt Nam', 'Game Việt Hóa', 'Ma Sói Việt Nam', 'Streamer Ma Sói', 'GTA V', 'Shorts', 'Mixigaming Shorts']",00:29:09,2d,hd,rectangular,768584,8922,121.0,2024-02-18,16:10:51
VjTaeTcn_KI,UCA_23dkEYToAc37hjSsCnXA,UUA_23dkEYToAc37hjSsCnXA,MixiGaming,(Escape The Backrooms #1) Độ Mixi suýt ngất xỉu khi dẫn đường thoát khỏi mê cung The Backrooms.,"['Mixigaming', 'Mixi', 'Độ Tày', 'Streamer Mixigaming', 'Funny', 'Mixigaming Funny Stream', 'Funny Stream', 'Streamer Việt Nam', 'Stream Việt Nam', 'Stream Việt', 'PUBG', ""Player Unknown's Battle Ground VN"", 'PUBG VN', 'CSGO', 'CSGO VN', 'Vịt Ngỗng Mixigaming', 'Mixigaming Goose Goose Duck', 'escape the backrooms', 'escape the backrooms game', 'escape the backrooms gameplay', 'backrooms', 'escape the backrooms update', 'the backrooms', 'escape the backrooms new update', 'backrooms game', 'backrooms escape']",02:16:31,2d,hd,rectangular,1412729,15960,218.0,2024-02-18,14:41:37
WPKxJDiuPwY,UCA_23dkEYToAc37hjSsCnXA,UUA_23dkEYToAc37hjSsCnXA,MixiGaming,(Goose Goose Duck #65) Cảnh Sát Trưởng MixiMoi và Vịt Trôn Hải Phòng Pô Pô.,"['Mixigaming', 'Mixi', 'Độ Tày', 'Streamer Mixigaming', 'Funny', 'Mixigaming Funny Stream', 'Funny Stream', 'Streamer Việt Nam', 'Stream Việt Nam', 'Stream Việt', 'PUBG', ""Player Unknown's Battle Ground VN"", 'PUBG VN', 'CSGO', 'CSGO VN', 'Vịt Ngỗng Mixigaming', 'Mixigaming Goose Goose Duck', 'Goose Goose Duck Việt Nam', 'Game Việt Hóa', 'Ma Sói Việt Nam', 'Streamer Ma Sói', 'GTA V', 'Shorts', 'Mixigaming Shorts']",01:24:15,2d,hd,rectangular,1837695,21053,379.0,2024-02-17,11:48:30
3Ed3b6GiFUY,UCA_23dkEYToAc37hjSsCnXA,UUA_23dkEYToAc37hjSsCnXA,MixiGaming,(CS2) Biệt đội chống hack Refund Gaming trở lại đấu trường CS2 và pha đấu OT bắn hay hơn hack.,"['Mixigaming', 'Mixi', 'Độ Tày', 'Streamer Mixigaming', 'Funny', 'Mixigaming Funny Stream', 'Funny Stream', 'Streamer Việt Nam', 'Stream Việt Nam', 'Stream Việt', 'PUBG', ""Player Unknown's Battle Ground VN"", 'PUBG VN', 'CSGO', 'CSGO VN', 'Vịt Ngỗng Mixigaming', 'Mixigaming Goose Goose Duck', 'Goose Goose Duck Việt Nam', 'Game Việt Hóa', 'Ma Sói Việt Nam', 'Streamer Ma Sói', 'GTA V', 'Shorts', 'Mixigaming Shorts']",00:58:46,2d,hd,rectangular,669102,8957,135.0,2024-02-17,11:38:12
